index,English,Indonesian,ParseTree,Complexity,English_normalized,Indonesian_normalized
4212,"She is popular not because of her beauty, but because of her kindness.","Gadis itu terkenal bukan karena kecantikannya, tapi karena kebaikannya.","(S (NP (PRP She)) (VP (VBZ is) (ADJP (JJ popular)) (PP (RB not) (PP (IN because) (IN of) (NP (PRP$ her) (NN beauty))) (, ,) (CC but) (PP (IN because) (IN of) (NP (PRP$ her) (NN kindness))))) (. .))",simple,she is popular not because of her beauty but because of her kindness .,gadis itu terkenal bukan karena kecantikannya tapi karena kebaikannya .
3700,You are responsible for the death of the child.,Anda bertanggung jawab atas kematian anak itu.,(S (NP (PRP You)) (VP (VBP are) (ADJP (JJ responsible) (PP (IN for) (NP (NP (DT the) (NN death)) (PP (IN of) (NP (DT the) (NN child))))))) (. .)),simple,you are responsible for the death of the child .,anda bertanggung jawab atas kematian anak itu .
2152,You're acting like a small child.,Kamu bertingkah seperti anak kecil.,(S (NP (PRP You)) (VP (VBP 're) (VP (VBG acting) (PP (IN like) (NP (DT a) (JJ small) (NN child))))) (. .)),simple,you re acting like a small child .,kamu bertingkah seperti anak kecil .
1633,A car is faster than a bicycle.,Mobil lebih cepat daripada sepeda.,(S (NP (DT A) (NN car)) (VP (VBZ is) (ADJP (ADJP (JJR faster)) (PP (IN than) (NP (DT a) (NN bicycle))))) (. .)),simple,a car is faster than a bicycle .,mobil lebih cepat daripada sepeda .
4201,Japan's changing economic policy is tied up with the labor shortage.,Kebijakan ekonomi Jepang yang terus berubah dipengaruhi oleh kurangnya tenaga kerja.,(S (NP (NP (NNP Japan) (POS 's)) (VBG changing) (JJ economic) (NN policy)) (VP (VBZ is) (VP (VBN tied) (PRT (RP up)) (PP (IN with) (NP (DT the) (NN labor) (NN shortage))))) (. .)),simple,japan s changing economic policy is tied up with the labor shortage .,kebijakan ekonomi jepang yang terus berubah dipengaruhi oleh kurangnya tenaga kerja .
688,You have a lot of nerve!,Kurang ajar sekali kamu!,(S (NP (PRP You)) (VP (VBP have) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN nerve))))) (. !)),simple,you have a lot of nerve !,kurang ajar sekali kamu !
3659,Here's a picture of Tom when he was a teenager.,Ini foto Tom saat ia masih remaja.,(SINV (ADVP (RB Here)) (VP (VBZ 's)) (NP (NP (DT a) (NN picture)) (PP (IN of) (NP (NP (NNP Tom)) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBD was) (NP (DT a) (NN teenager)))))))) (. .)),complex,here s a picture of tom when he was a teenager .,ini foto tom saat ia masih remaja .
2874,You should be ashamed of your conduct.,Kamu seharusnya malu dengan tingkah laku kamu itu.,(S (NP (PRP You)) (VP (MD should) (VP (VB be) (ADJP (JJ ashamed) (PP (IN of) (NP (PRP$ your) (NN conduct)))))) (. .)),simple,you should be ashamed of your conduct .,kamu seharusnya malu dengan tingkah laku kamu itu .
1240,Tom isn't used to city life.,Tom tidak terbiasa dengan kehidupan kota.,(S (NP (NNP Tom)) (VP (VBZ is) (RB n't) (VP (VBN used) (PP (IN to) (NP (NN city) (NN life))))) (. .)),simple,tom isn t used to city life .,tom tidak terbiasa dengan kehidupan kota .
62,Go to the barber.,Pergilah ke tukang potong rambut!,(S (VP (VB Go) (PP (IN to) (NP (DT the) (NN barber)))) (. .)),simple,go to the barber .,pergilah ke tukang potong rambut !
3353,Mona Lisa was painted by Leonardo da Vinci.,Mona Lisa dilukis oleh Leonardo da Vinci.,(S (NP (NNP Mona) (NNP Lisa)) (VP (VBD was) (VP (VBN painted) (PP (IN by) (NP (NNP Leonardo) (NNP da) (NNP Vinci))))) (. .)),simple,mona lisa was painted by leonardo da vinci .,mona lisa dilukis oleh leonardo da vinci .
852,He was afraid of his wife.,Dia takut dengan istrinya.,(S (NP (PRP He)) (VP (VBD was) (ADJP (JJ afraid) (PP (IN of) (NP (PRP$ his) (NN wife))))) (. .)),simple,he was afraid of his wife .,dia takut dengan istrinya .
4118,"You can lie to everyone else, but you can't lie to yourself.",Kamu bisa bohong pada orang lain tetapi kamu tidak bisa bohong pada diri sendiri.,"(S (S (NP (PRP You)) (VP (MD can) (VP (VB lie) (PP (IN to) (NP (NN everyone) (RB else)))))) (, ,) (CC but) (S (NP (PRP you)) (VP (MD ca) (RB n't) (VP (VB lie) (PP (IN to) (NP (PRP yourself)))))) (. .))",compound,you can lie to everyone else but you can t lie to yourself .,kamu bisa bohong pada orang lain tetapi kamu tidak bisa bohong pada diri sendiri .
3719,"I got a present, but I don't know who it's from.","Saya dapat hadiah, tapi saya tidak tahu dari siapa.","(S (S (NP (PRP I)) (VP (VBD got) (NP (DT a) (NN present)))) (, ,) (CC but) (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP (WP who)) (S (NP (PRP it)) (VP (VBZ 's) (PP (IN from)))))))) (. .))",complex,i got a present but i don t know who it s from .,saya dapat hadiah tapi saya tidak tahu dari siapa .
1262,We'd like to speak with you.,Kami ingin berbicara dengan Anda.,(S (NP (PRP We)) (VP (MD 'd) (VP (VB like) (S (VP (TO to) (VP (VB speak) (PP (IN with) (NP (PRP you)))))))) (. .)),simple,we d like to speak with you .,kami ingin berbicara dengan anda .
223,Tom gave it to Mary.,Tom memberikannya kepada Mary.,(S (NP (NNP Tom)) (VP (VBD gave) (NP (PRP it)) (PP (IN to) (NP (NNP Mary)))) (. .)),simple,tom gave it to mary .,tom memberikannya kepada mary .
2193,I hope no one sits in front of us.,Aku harap tidak ada seorangpun yang akan duduk di depan kita.,(S (NP (PRP I)) (VP (VBP hope) (SBAR (S (NP (DT no) (NN one)) (VP (VBZ sits) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (PRP us))))))))) (. .)),complex,i hope no one sits in front of us .,aku harap tidak ada seorangpun yang akan duduk di depan kita .
3136,I don't remember the title of that movie.,Aku tidak ingat judul film itu.,(S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB remember) (NP (NP (DT the) (NN title)) (PP (IN of) (NP (DT that) (NN movie)))))) (. .)),simple,i don t remember the title of that movie .,aku tidak ingat judul film itu .
373,I went out for a walk.,saya pergi keluar untuk jalan-jalan.,(S (NP (PRP I)) (VP (VBD went) (ADVP (RB out)) (PP (IN for) (NP (DT a) (NN walk)))) (. .)),simple,i went out for a walk .,saya pergi keluar untuk jalan jalan .
1824,Don't worry about that just yet.,Tidak usah memikirkan itu dulu.,(S (VP (VBP Do) (RB n't) (VP (VB worry) (PP (IN about) (NP (DT that))) (ADVP (RB just) (RB yet)))) (. .)),simple,don t worry about that just yet .,tidak usah memikirkan itu dulu .
3813,I can't believe you did all this without any help.,Aku tidak percaya kamu melakukan ini semua tanpa bantuan.,(S (NP (PRP I)) (VP (MD ca) (RB n't) (VP (VB believe) (SBAR (S (NP (PRP you)) (VP (VBD did) (NP (PDT all) (DT this)) (PP (IN without) (NP (DT any) (NN help)))))))) (. .)),complex,i can t believe you did all this without any help .,aku tidak percaya kamu melakukan ini semua tanpa bantuan .
3190,This stone is twice as heavy as that one.,Batu ini dua kali lipat lebih berat daripada yang itu.,(S (NP (DT This) (NN stone)) (VP (VBZ is) (ADJP (ADJP (RB twice) (RB as) (JJ heavy)) (PP (IN as) (NP (DT that) (CD one))))) (. .)),simple,this stone is twice as heavy as that one .,batu ini dua kali lipat lebih berat daripada yang itu .
4205,Tom can't even play one song on his ukulele without making mistakes.,Tom bahkan bisa memainkan satu lagu dengan ukulelenya tanpa membuat kesalahan.,(S (NP (NNP Tom)) (VP (MD ca) (RB n't) (ADVP (RB even)) (VP (VB play) (NP (CD one) (NN song)) (PP (IN on) (NP (PRP$ his) (NN ukulele))) (PP (IN without) (S (VP (VBG making) (NP (NNS mistakes))))))) (. .)),simple,tom can t even play one song on his ukulele without making mistakes .,tom bahkan bisa memainkan satu lagu dengan ukulelenya tanpa membuat kesalahan .
3910,The umbrella that I bought in Australia is this one.,Payung yang saya beli di Australia adalah yang ini.,(S (NP (NP (DT The) (NN umbrella)) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBD bought) (PP (IN in) (NP (NNP Australia))))))) (VP (VBZ is) (NP (DT this) (CD one))) (. .)),complex,the umbrella that i bought in australia is this one .,payung yang saya beli di australia adalah yang ini .
3322,How many students are there in your school?,Di sekolahmu ada berapa murid?,(SBARQ (WHNP (WHADJP (WRB How) (JJ many)) (NNS students)) (SQ (VBP are) (ADVP (RB there)) (PP (IN in) (NP (PRP$ your) (NN school)))) (. ?)),simple,how many students are there in your school ?,di sekolahmu ada berapa murid ?
3313,"Englishmen are, on the whole, conservative.",Orang Inggris pada umumnya konservatif.,"(S (NP (NNPS Englishmen)) (VP (VBP are) (, ,) (PP (IN on) (NP (DT the) (JJ whole))) (, ,) (ADJP (JJ conservative))) (. .))",simple,englishmen are on the whole conservative .,orang inggris pada umumnya konservatif .
4043,Do you believe our destinies are controlled by the stars?,Percayakah anda bahwa takdir-takdir kita dipengaruhi oleh bintang-bintang?,(SQ (VBP Do) (NP (PRP you)) (VP (VB believe) (SBAR (S (NP (PRP$ our) (NNS destinies)) (VP (VBP are) (VP (VBN controlled) (PP (IN by) (NP (DT the) (NNS stars)))))))) (. ?)),complex,do you believe our destinies are controlled by the stars ?,percayakah anda bahwa takdir takdir kita dipengaruhi oleh bintang bintang ?
2871,Who's the richest person in Australia?,Siapa orang yang paling kaya di Australia?,(SBARQ (WHNP (WP Who)) (SQ (VP (VBZ 's) (NP (NP (DT the) (JJS richest) (NN person)) (PP (IN in) (NP (NNP Australia)))))) (. ?)),simple,who s the richest person in australia ?,siapa orang yang paling kaya di australia ?
9,Jump over it.,Lompati itu!,(S (VP (VB Jump) (PP (IN over) (NP (PRP it)))) (. .)),simple,jump over it .,lompati itu !
2497,Here is a song from the first album.,Ini dia sebuah lagu dari album perdana.,(SINV (ADVP (RB Here)) (VP (VBZ is)) (NP (NP (DT a) (NN song)) (PP (IN from) (NP (DT the) (JJ first) (NN album)))) (. .)),simple,here is a song from the first album .,ini dia sebuah lagu dari album perdana .
1944,Tom is hiding something from us.,Tom menyembunyikan sesuatu dari kita.,(S (NP (NNP Tom)) (VP (VBZ is) (VP (VBG hiding) (NP (NN something)) (PP (IN from) (NP (PRP us))))) (. .)),simple,tom is hiding something from us .,tom menyembunyikan sesuatu dari kita .
1838,He writes letters to his mother.,Dia menulis surat untuk ibunya.,(S (NP (PRP He)) (VP (VBZ writes) (NP (NNS letters)) (PP (IN to) (NP (PRP$ his) (NN mother)))) (. .)),simple,he writes letters to his mother .,dia menulis surat untuk ibunya .
708,Get everyone out of here.,Suruh semua orang keluar dari sini.,(S (VP (VB Get) (NP (NN everyone)) (PP (IN out) (PP (IN of) (ADVP (RB here))))) (. .)),simple,get everyone out of here .,suruh semua orang keluar dari sini .
255,He is good at tennis.,Dia pandai bermain tenis.,(S (NP (PRP He)) (VP (VBZ is) (ADJP (JJ good) (PP (IN at) (NP (NN tennis))))) (. .)),simple,he is good at tennis .,dia pandai bermain tenis .
2930,Let's leave the problem until tomorrow.,Mari kita tunda masalah itu hingga besok.,(S (VP (VB Let) (S (NP (PRP 's)) (VP (VB leave) (NP (DT the) (NN problem)) (PP (IN until) (NP (NN tomorrow)))))) (. .)),simple,let s leave the problem until tomorrow .,mari kita tunda masalah itu hingga besok .
1617,Water is important for humans.,Air penting untuk manusia.,(S (NP (NN Water)) (VP (VBZ is) (ADJP (JJ important) (PP (IN for) (NP (NNS humans))))) (. .)),simple,water is important for humans .,air penting untuk manusia .
389,"Like father, like son.",Anak laki-laki mirip dengan ayahnya.,"(FRAG (PP (IN Like) (NP (NN father))) (, ,) (PP (IN like) (NP (NN son))) (. .))",simple,like father like son .,anak laki laki mirip dengan ayahnya .
3668,I've been asked to forward this message to you.,Saya diminta untuk meneruskan pesan ini kepadamu.,(S (NP (PRP I)) (VP (VBP 've) (VP (VBN been) (VP (VBN asked) (S (VP (TO to) (VP (VB forward) (NP (DT this) (NN message)) (PP (IN to) (NP (PRP you))))))))) (. .)),simple,i ve been asked to forward this message to you .,saya diminta untuk meneruskan pesan ini kepadamu .
1581,There was a problem at school.,Tadi ada masalah di sekolah.,(S (NP (EX There)) (VP (VBD was) (NP (DT a) (NN problem)) (PP (IN at) (NP (NN school)))) (. .)),simple,there was a problem at school .,tadi ada masalah di sekolah .
2956,There's been a lot of rain this summer.,Musim panas ini banyak turun hujan.,(S (NP (EX There)) (VP (VBZ 's) (VP (VBN been) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN rain)))) (NP (DT this) (NN summer)))) (. .)),simple,there s been a lot of rain this summer .,musim panas ini banyak turun hujan .
924,The bus burst into flames.,Bus itu terbakar.,(S (NP (DT The) (NN bus)) (VP (VBD burst) (PP (IN into) (NP (NNS flames)))) (. .)),simple,the bus burst into flames .,bus itu terbakar .
2799,"If it rains tomorrow, we'll go by car.","Kalau besok hujan, kita pergi naik mobil.","(S (SBAR (IN If) (S (NP (PRP it)) (VP (VBZ rains) (NP (NN tomorrow))))) (, ,) (NP (PRP we)) (VP (MD 'll) (VP (VB go) (PP (IN by) (NP (NN car))))) (. .))",complex,if it rains tomorrow we ll go by car .,kalau besok hujan kita pergi naik mobil .
3548,Tom decided to try sleeping without a pillow.,Tom memutuskan untuk mencoba tidur tanpa bantal.,(S (NP (NNP Tom)) (VP (VBD decided) (S (VP (TO to) (VP (VB try) (S (VP (VBG sleeping) (PP (IN without) (NP (DT a) (NN pillow))))))))) (. .)),simple,tom decided to try sleeping without a pillow .,tom memutuskan untuk mencoba tidur tanpa bantal .
2508,"I borrowed 1,000 yen from my cousin.",Saya meminjam 1.000 yen dari sepupu saya.,"(S (NP (PRP I)) (VP (VBD borrowed) (NP (CD 1,000) (NNS yen)) (PP (IN from) (NP (PRP$ my) (NN cousin)))) (. .))",simple,i borrowed yen from my cousin .,saya meminjam . yen dari sepupu saya .
2036,I don't like to talk about money.,Saya tidak suka membicarakan tentang uang.,(S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB like) (S (VP (TO to) (VP (VB talk) (PP (IN about) (NP (NN money)))))))) (. .)),simple,i don t like to talk about money .,saya tidak suka membicarakan tentang uang .
3601,"In the United States, school buses are yellow.","Di Amerika Serikat, bus sekolah berwarna kuning.","(S (PP (IN In) (NP (DT the) (NNP United) (NNPS States))) (, ,) (NP (NN school) (NNS buses)) (VP (VBP are) (ADJP (JJ yellow))) (. .))",simple,in the united states school buses are yellow .,di amerika serikat bus sekolah berwarna kuning .
1224,They grind wheat into flour.,Mereka menggiling gandum menjadi tepung.,(S (NP (PRP They)) (VP (VBP grind) (NP (NN wheat)) (PP (IN into) (NP (NN flour)))) (. .)),simple,they grind wheat into flour .,mereka menggiling gandum menjadi tepung .
3216,Who's taking responsibility for the loss?,Siapa yang bertanggung jawab atas kehilangan ini?,(SBARQ (WHNP (WP Who)) (SQ (VBZ 's) (VP (VBG taking) (NP (NN responsibility)) (PP (IN for) (NP (DT the) (NN loss))))) (. ?)),simple,who s taking responsibility for the loss ?,siapa yang bertanggung jawab atas kehilangan ini ?
3006,English has spread all over the country.,Bahasa Inggris telah menyebar ke seluruh negeri.,(S (NP (NNP English)) (VP (VBZ has) (VP (VBN spread) (PP (ADVP (DT all)) (IN over) (NP (DT the) (NN country))))) (. .)),simple,english has spread all over the country .,bahasa inggris telah menyebar ke seluruh negeri .
2549,Miniskirts have gone out of fashion.,Rok mini sudah ketinggalan zaman.,(S (NP (NNS Miniskirts)) (VP (VBP have) (VP (VBN gone) (PP (IN out) (PP (IN of) (NP (NN fashion)))))) (. .)),simple,miniskirts have gone out of fashion .,rok mini sudah ketinggalan zaman .
1946,Tom is playing with his friends.,Tom sedang bermain dengan teman-temannya.,(S (NP (NNP Tom)) (VP (VBZ is) (VP (VBG playing) (PP (IN with) (NP (PRP$ his) (NNS friends))))) (. .)),simple,tom is playing with his friends .,tom sedang bermain dengan teman temannya .
739,I ran into an old friend.,Aku berjumpa dengan kawan lamaku.,(S (NP (PRP I)) (VP (VBD ran) (PP (IN into) (NP (DT an) (JJ old) (NN friend)))) (. .)),simple,i ran into an old friend .,aku berjumpa dengan kawan lamaku .
40,We eat at home.,Kita makan di rumah.,(S (NP (PRP We)) (VP (VBP eat) (PP (IN at) (NP (NN home)))) (. .)),simple,we eat at home .,kita makan di rumah .
868,I came to Japan last year.,Aku datang ke Jepang tahun lalu.,(S (NP (PRP I)) (VP (VBD came) (PP (IN to) (NP (NNP Japan))) (NP (JJ last) (NN year))) (. .)),simple,i came to japan last year .,aku datang ke jepang tahun lalu .
2779,I don't want to speak ill of the dead.,Aku tidak mau berbicara buruk tentang orang yang sudah mati.,(S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB want) (S (VP (TO to) (VP (VB speak) (ADVP (RB ill)) (PP (IN of) (NP (DT the) (JJ dead)))))))) (. .)),simple,i don t want to speak ill of the dead .,aku tidak mau berbicara buruk tentang orang yang sudah mati .
539,You had plenty of time.,Kau punya banyak waktu.,(S (NP (PRP You)) (VP (VBD had) (NP (NP (NN plenty)) (PP (IN of) (NP (NN time))))) (. .)),simple,you had plenty of time .,kau punya banyak waktu .
3249,I'm counting on you to keep an eye on Tom.,Aku mengandalkanmu untuk mengawasi Tom.,(S (NP (PRP I)) (VP (VBP 'm) (VP (VBG counting) (PP (IN on) (NP (PRP you))) (S (VP (TO to) (VP (VB keep) (NP (DT an) (NN eye)) (PP (IN on) (NP (NNP Tom)))))))) (. .)),simple,i m counting on you to keep an eye on tom .,aku mengandalkanmu untuk mengawasi tom .
3387,They pursued the enemy as far as the river.,Mereka mengejar musuh sampai ke sungai.,(S (NP (PRP They)) (VP (VBD pursued) (NP (DT the) (NN enemy)) (ADVP (ADVP (RB as) (RB far)) (PP (IN as) (NP (DT the) (NN river))))) (. .)),simple,they pursued the enemy as far as the river .,mereka mengejar musuh sampai ke sungai .
2745,Who's that guy swimming in the river?,Siapa laki-laki yang berenang di sungai itu?,(SBARQ (WHNP (WP Who)) (SQ (VBZ 's) (NP (DT that) (NN guy)) (VP (VBG swimming) (PP (IN in) (NP (DT the) (NN river))))) (. ?)),simple,who s that guy swimming in the river ?,siapa laki laki yang berenang di sungai itu ?
3773,"If you see her from a distance, she is beautiful.",Dia cantik kalau kamu melihatnya dari jauh.,"(S (SBAR (IN If) (S (NP (PRP you)) (VP (VBP see) (NP (PRP her)) (PP (IN from) (NP (DT a) (NN distance)))))) (, ,) (NP (PRP she)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .))",complex,if you see her from a distance she is beautiful .,dia cantik kalau kamu melihatnya dari jauh .
2723,Tom isn't used to living in the city.,Tom tidak terbiasa hidup di kota.,(S (NP (NNP Tom)) (VP (VBZ is) (RB n't) (VP (VBN used) (PP (IN to) (S (VP (VBG living) (PP (IN in) (NP (DT the) (NN city)))))))) (. .)),simple,tom isn t used to living in the city .,tom tidak terbiasa hidup di kota .
1371,It seemed like a dream to me.,Ini terasa seperti mimpi bagiku.,(S (NP (PRP It)) (VP (VBD seemed) (PP (IN like) (NP (DT a) (NN dream))) (PP (IN to) (NP (PRP me)))) (. .)),simple,it seemed like a dream to me .,ini terasa seperti mimpi bagiku .
